Year,Month,Latitude,Longitude,Amount
2024,1,47.568236,-122.308628,0.134
2024,1,47.568236,-122.308628,0.342
2024,1,47.568236,-122.308628,0.365
2024,1,47.568236,-122.308628,0.444
2024,1,47.568236,-122.308628,0.453
2024,1,47.568236,-122.308628,0.264
2024,1,47.568236,-122.308628,0.188
2024,1,47.568236,-122.308628,0.287
2024,1,47.597222,-122.319722,0.0021271945643765644
2024,1,47.597222,-122.319722,0.0045495932229249175
2024,1,47.597222,-122.319722,0.0032668726418678463
2024,1,47.597222,-122.319722,0.006748937596189222
2024,1,47.597222,-122.319722,0.004483250020398122
2024,1,47.597222,-122.319722,0.003021006617556177
2024,1,47.597222,-122.319722,0.009963657557123189
2024,1,47.597222,-122.319722,0.00847861374692302
2024,1,47.568236,-122.308628,0.173
2024,1,47.568236,-122.308628,0.29
2024,1,47.568236,-122.308628,0.306
2024,1,47.568236,-122.308628,0.264
2024,1,47.568236,-122.308628,0.259
2024,1,47.568236,-122.308628,0.235
2024,1,47.568236,-122.308628,0.008109296973285983
2024,1,47.568236,-122.308628,0.358
2024,1,47.568236,-122.308628,0.404
2024,1,47.568236,-122.308628,0.506
2024,1,47.568236,-122.308628,0.144
2024,1,47.568236,-122.308628,0.163
2024,1,47.568236,-122.308628,0.151
2024,1,47.568236,-122.308628,0.195
2024,1,47.568236,-122.308628,0.17
2024,1,47.568236,-122.308628,0.283
2024,1,47.597222,-122.319722,0.004235233953210002
2024,1,47.597222,-122.319722,0.009897315398864924
2024,1,47.597222,-122.319722,0.003920192813758596
2024,1,47.597222,-122.319722,0.0032477618335649975
2024,1,47.597222,-122.319722,0.007540748491147923
2024,1,47.597222,-122.319722,0.009893982255762768
2024,1,47.597222,-122.319722,0.0016008091311566289
2024,1,47.568236,-122.308628,0.377
2024,1,47.597222,-122.319722,0.0033715691493477187
2024,1,47.597222,-122.319722,0.009576277574037607
2024,1,47.597222,-122.319722,0.009757394703299858
2024,1,47.597222,-122.319722,0.005392571696536904
2024,1,47.597222,-122.319722,0.005697290567726898
2024,1,47.597222,-122.319722,0.00958128971479438
2024,1,47.597222,-122.319722,0.0024357931696137236
2024,1,47.597222,-122.319722,0.0032991234079442233
2024,1,47.597222,-122.319722,0.0035709613878313244
2024,1,47.597222,-122.319722,0.004450190948603851
2024,1,47.597222,-122.319722,0.0065520813448128904
2024,1,47.597222,-122.319722,0.008908371683938033
2024,1,47.597222,-122.319722,0.009099108415350301
2024,1,47.597222,-122.319722,0.009035006978626466
2024,1,47.597222,-122.319722,0.002256808897650136
2024,1,47.597222,-122.319722,0.00499198283656552
2024,1,47.568236,-122.308628,0.415
2024,1,47.597222,-122.319722,0.0036718203607904705
2024,1,47.597222,-122.319722,0.0036428171530659345
2024,1,47.568236,-122.308628,0.236
2024,1,47.568236,-122.308628,0.22
2024,1,47.597222,-122.319722,0.009051526248918567
2024,1,47.597222,-122.319722,0.0064011345238901935
2024,1,47.597222,-122.319722,0.0011479747492938294
2024,1,47.568236,-122.308628,0.278
2024,1,47.597222,-122.319722,0.002183543905340303
2024,1,47.597222,-122.319722,0.003199086503910022
2024,1,47.597222,-122.319722,0.0061571196945484265
2024,1,47.597222,-122.319722,0.002686525270206765
2024,1,47.597222,-122.319722,0.0028987221265944904
2024,1,47.597222,-122.319722,0.004870449692120672
2024,1,47.597222,-122.319722,0.0071898851389156975
2024,1,47.568236,-122.308628,0.006558206683218719
2024,1,47.568236,-122.308628,0.006964851592385215
2024,1,47.568236,-122.308628,0.282
2024,1,47.568236,-122.308628,0.214
2024,1,47.568236,-122.308628,0.158
2024,1,47.568236,-122.308628,0.302
2024,1,47.568236,-122.308628,0.372
2024,1,47.568236,-122.308628,0.296
2024,1,47.568236,-122.308628,0.263
2024,1,47.568236,-122.308628,0.222
2024,1,47.568236,-122.308628,0.0026274971636144674
2024,1,47.568236,-122.308628,0.00864783634040699
2024,1,47.568236,-122.308628,0.008435247473009543
2024,1,47.568236,-122.308628,0.007538650189414655
2024,1,47.568236,-122.308628,0.007379626307310764
2024,1,47.568236,-122.308628,0.001135014352892075
2024,1,47.568236,-122.308628,0.377
2024,1,47.568236,-122.308628,0.15
